customerid,average_order_value,time_between_purchases_log,purchase_behavior,churn_probability
CUST_AOHTHN,23.32,23,4,1
CUST_L8558B,80.63,23,12,1
CUST_CVJCQE,151.83,88,4,0
CUST_XRL37C,115.84,20,5,0
CUST_9LSS40,196.32,66,4,1
CUST_ETZQLI,48.6,65,7,1
CUST_NZ52FO,57.99,82,8,1
CUST_GJE66Y,122.88,59,1,1
CUST_6N2WWO,155.84,35,18,0
CUST_PVUT63,47.36,71,9,0
CUST_3XHR1E,146.9,10,7,0
CUST_Q2RUBK,174.6,46,3,0
CUST_R2N6WI,47.51,59,15,1
CUST_PVM7CZ,29.57,87,4,0
CUST_ILSDIK,40.11,79,4,0
CUST_18KS17,176.54,57,3,0
CUST_2PGNY0,150.15,66,19,1
CUST_NU99UL,102.51,30,3,1
CUST_5NU9R2,29.58,19,4,1
CUST_DGSF3K,151.1,46,9,0
CUST_6P3LES,57.71,52,9,0
CUST_KLVH6U,110.3,89,5,0
CUST_KH6554,131.44,45,11,1
CUST_7YK6IX,22.89,11,7,0
CUST_BFUMYU,45.43,10,11,0
CUST_HX1O1E,30.49,71,14,1
CUST_5IRAZE,142.74,17,14,1
CUST_H4S5QS,94.13,32,4,0
CUST_5O9HWS,155.6,60,18,0
CUST_MCEAY4,24.1,44,2,0
CUST_CD3UUB,175.4,17,10,1
CUST_O2EB11,62.49,58,15,0
CUST_9SRCEX,76.74,25,12,1
CUST_GKH96I,170.82,35,16,1
CUST_DW7440,154.72,32,15,0
CUST_QX5R4Z,21.58,15,15,0
CUST_NOF90Q,73.35,76,17,1
CUST_6X3JTB,169.63,54,18,0
CUST_FC72KP,97.15,59,14,0
CUST_SL2CC2,49.49,81,16,0
CUST_WX72G4,130.82,75,4,1
CUST_1REUT8,116.59,71,11,0
CUST_F0AYY6,20.34,18,8,0
CUST_VJGI8D,158.69,57,15,0
CUST_MHZNF0,175.87,50,6,1
CUST_SNNBL2,194.07,39,11,1
CUST_KUWGHB,30.42,5,1,1
CUST_C781SC,55.65,49,3,0
CUST_DOGLDO,90.82,52,14,1
CUST_2XSC94,52.85,58,1,1
CUST_AWVBMV,53.7,37,12,0
CUST_8QD6QW,114.46,26,6,1
CUST_PIATVZ,47.08,67,17,1
CUST_BQNL2K,22.95,36,9,0
CUST_4GFGQY,179.52,61,7,1
CUST_RFRTPG,127.7,81,2,1
CUST_XFXDFI,188.09,65,5,0
CUST_23WB3Q,128.69,14,18,1
CUST_RCF7N8,115.15,50,8,0
CUST_6BRCIH,29.89,85,4,1
CUST_G393W0,25.3,78,17,1
CUST_RDJB8W,115.29,60,19,1
CUST_8YWXUV,45.11,83,14,0
CUST_E0QJ9L,131.55,18,7,1
CUST_80O76H,88.31,81,7,1
CUST_AWIQBF,169.75,41,13,1
CUST_PG1ZKW,113.98,19,1,1
CUST_Y8E8N8,52.87,23,15,0
CUST_FYMRKT,31.06,89,5,0
CUST_WOTHNG,70.78,62,17,1
CUST_8RH421,29.81,55,6,1
CUST_GHX669,64.16,8,17,0
CUST_2XUT3N,96.34,65,12,0
CUST_4YLH9W,144.43,55,8,1
CUST_GG7RC6,125.74,30,15,1
CUST_DU11Q5,123.21,82,14,0
CUST_X5U3YU,32.26,30,7,0
CUST_PD78RP,185.8,45,15,1
CUST_X2RVCQ,86.83,29,3,1
CUST_ZU8HDX,174.33,25,14,1
CUST_8ELQUS,38.93,40,11,0
CUST_O7W3MP,78.6,37,17,1
CUST_GKKC12,158.35,8,11,1
CUST_4KYTZ2,88.07,44,10,1
CUST_UT5QIA,105.24,10,12,0
CUST_DNEGM4,138.58,31,10,1
CUST_3W8UOH,188.51,32,2,0
CUST_D70J19,146.13,50,15,1
CUST_AC02G2,152.99,15,8,0
CUST_ICQW2P,74.88,45,17,0
CUST_589BMD,89.73,66,18,1
CUST_FTK2V9,156.01,71,10,0
CUST_Q4ZGNN,54.39,67,6,0
CUST_7U3ZEK,99.62,72,9,0
CUST_V90KA5,140.72,84,5,1
CUST_8EIX0D,92.26,35,7,1
CUST_XZCC4C,191.82,50,1,1
CUST_55MMJY,116.9,7,13,1
CUST_WXUR72,93.34,31,11,0
CUST_1SOV5V,33.29,30,18,0
CUST_IVTGAS,180.62,38,19,1
CUST_BS6BNN,183.51,82,2,0
CUST_5OQBZH,145.78,88,5,0
CUST_TAI7ZA,66.71,35,1,1
CUST_Y4ABK7,111.08,87,18,1
CUST_3U6CEQ,87.57,63,3,0
CUST_1KHRD2,128.73,23,7,0
CUST_CO6WG2,85.08,74,11,0
CUST_W68VRJ,69.95,11,2,0
CUST_L5DD86,138.76,27,19,1
CUST_ZIWOUB,95.88,29,1,1
CUST_IBJ7FZ,176.5,21,3,0
CUST_FPZNA5,34.4,36,5,1
CUST_XXXU6P,199.35,60,6,1
CUST_P38Q77,119.1,23,1,0
CUST_BWP6EV,155.9,25,11,1
CUST_7T2S58,38.89,13,6,1
CUST_BE4P84,140.82,46,8,1
CUST_5N5VRV,42.62,62,7,0
CUST_U5SG5E,71.34,9,4,0
CUST_21Q1H6,199.49,68,8,1
CUST_QRDDAH,101.17,56,3,0
CUST_I0XAES,20.42,89,18,0
CUST_EGERNG,95.79,62,1,1
CUST_IRAB7Q,108.82,82,17,1
CUST_4OKKLF,185.79,18,15,1
CUST_T7KTZT,96.94,9,12,0
CUST_8UGU7E,119.18,19,18,0
CUST_5CNRZ3,129.56,55,2,1
CUST_T81FDF,52.42,23,1,0
CUST_3X3JCS,76.75,71,2,0
CUST_6JN9WE,166.48,28,13,0
CUST_JEGS1Q,114.68,51,11,0
CUST_KRXNG5,96.13,10,14,1
CUST_T8HJAB,66.94,71,12,1
CUST_V3VD8T,119.06,10,3,1
CUST_TJ1S05,137.99,54,6,1
CUST_8LJLGA,149.41,10,14,1
CUST_4Z0Q2F,116.53,62,15,1
CUST_IRE5UX,145.76,52,9,1
CUST_ISSIM5,30.58,50,11,1
CUST_CP9S2B,180.43,5,13,1
CUST_YNB5QL,29.43,72,1,0
CUST_YSTQYA,45.65,80,18,0
CUST_O2X8UW,197.44,77,2,1
CUST_OBFCJF,181.39,42,5,1
CUST_DX8IY3,70.98,32,9,1
CUST_POCYRM,72.97,76,13,1
CUST_ZK7673,51.63,80,6,1
CUST_B58H7L,175.39,88,9,0
CUST_NY8YNJ,174.23,64,5,1
CUST_HI6PMI,54.4,86,16,1
CUST_KO71BP,119.51,69,10,1
CUST_1X0DTP,35.03,88,3,0
CUST_G5X09T,196.63,46,9,1
CUST_LUSMH4,36.69,76,17,0
CUST_VHM5FN,95.14,77,3,0
CUST_1KXC4H,31.12,41,12,0
CUST_PF1BJ5,99.12,33,18,1
CUST_P6TSV6,21.15,70,1,1
CUST_627OED,39.11,12,1,1
CUST_1BVE8A,186.61,30,18,1
CUST_C4E1JS,197.57,82,4,1
CUST_H78OK0,54.67,70,18,0
CUST_UHQ437,97.73,16,17,0
CUST_OYHZIL,47.91,60,16,0
CUST_26M9O4,64.27,71,6,1
CUST_72EZFT,141.2,10,18,1
CUST_09JGCO,37.77,68,3,0
CUST_Y0O7L2,65.65,84,13,0
CUST_4RZXHM,99.45,60,18,1
CUST_47FTF0,60.59,59,19,1
CUST_S323SI,134.81,27,9,1
CUST_RBKJPB,143.81,84,3,1
CUST_P11YZP,72.7,83,15,1
CUST_0QBR6C,136.54,46,15,0
CUST_SETZ84,97.72,62,17,0
CUST_LVZPD4,65.3,34,5,1
CUST_URFCU4,83.64,82,6,0
CUST_OTJC4P,106.7,50,1,0
CUST_3LKMB3,117.17,16,19,0
CUST_8YU7AT,175.2,29,3,0
CUST_J5CPEV,163.79,79,8,0
CUST_JFHMRX,149.62,42,1,0
CUST_H4JVPI,195.88,86,18,1
CUST_PZPIYM,132.17,55,19,1
CUST_LWAOZD,74.78,75,3,0
CUST_54SF8Z,139.14,69,7,1
CUST_NAUP08,54.34,85,16,1
CUST_B83P4G,50.24,9,13,1
CUST_2511BR,89.22,6,19,0
CUST_92NNXF,126.97,45,3,1
CUST_ATLS7W,160.73,28,12,1
CUST_HUKXZE,153.15,84,8,1
CUST_21FSEW,142.7,31,1,0
CUST_SUAW7S,114.77,24,6,0
CUST_V6NNKT,158.78,75,1,1
CUST_8AHP30,188.2,63,18,0
CUST_LZ0DSV,180.32,51,12,0
CUST_8D2HGU,160.7,5,7,1
CUST_9UOUHF,136.72,20,12,0
CUST_52BXC4,103.25,53,1,0
CUST_D7WFO7,103.24,46,16,0
CUST_IMR891,48.59,89,14,1
CUST_4EG80W,159.99,49,19,0
CUST_C5W9U4,175.24,61,14,0
CUST_GMY9V2,48.12,19,1,0
CUST_MB2VKQ,29.28,52,2,0
CUST_EWV7EI,78.14,11,1,0
CUST_N4JL0W,90.29,65,4,0
CUST_DDFCS6,149.11,32,2,1
CUST_6RO7PJ,112.22,57,13,0
CUST_XQBCX4,160.18,26,2,1
CUST_T95LCL,58.13,39,19,1
CUST_WMZKUI,118.44,88,6,0
CUST_81K4I8,58.21,82,14,0
CUST_HT7P0F,99.54,56,19,0
CUST_SEB3C3,109.27,33,16,0
CUST_GWSYW8,149.11,87,16,1
CUST_I785UJ,44.98,53,15,0
CUST_WUUB1Q,181.24,15,16,1
CUST_BPA3SA,98.36,42,18,1
CUST_FJYEPF,65.34,45,8,1
CUST_L659JE,40.65,58,18,1
CUST_6XN6VC,35.74,37,2,0
CUST_EXIWCA,133.18,23,10,1
CUST_6S3XLU,79.11,81,13,0
CUST_6IVX2M,121.09,25,14,0
CUST_7Z98H4,35.16,32,2,0
CUST_V3W8FK,160.49,41,5,0
CUST_W6QWP6,164.74,66,14,0
CUST_EBI7OA,120.21,16,6,0
CUST_PK872U,24.79,50,16,0
CUST_FQDNFA,43.79,48,6,1
CUST_U3FNE8,134.32,23,16,0
CUST_2UYC64,109.9,29,7,0
CUST_ZLN455,39.68,24,2,0
CUST_G2AQM4,106.22,21,5,1
CUST_2SZG89,124.18,34,19,1
CUST_RTYED2,134.13,45,13,0
CUST_Z4SGTU,60.6,7,13,0
CUST_VXUM8K,63.22,59,19,1
CUST_67Z31H,138.72,88,8,0
CUST_VV0V9V,187.98,85,14,0
CUST_UVYRGA,108.06,72,19,0
CUST_2L8XBO,165.57,47,5,1
CUST_4U1LEG,56.87,75,1,0
CUST_4VR5VA,164.99,50,2,1
CUST_F3J8WT,108.86,59,9,0
CUST_1HIYFT,191.37,87,12,0
CUST_DU4VVY,46.07,47,2,0
CUST_ZFIC51,77.6,50,16,1
CUST_Q6XGY7,54.97,12,19,1
CUST_3ATI6M,177.9,6,14,1
CUST_CYLRAR,32.84,63,5,0
CUST_D9OR2J,92.12,13,10,1
CUST_1C4DQ1,129.96,69,1,0
CUST_YCTJEO,51.97,79,11,1
CUST_PPGQDM,55.18,46,1,0
CUST_Z597UY,91.3,19,17,1
CUST_I0B3GM,71.43,80,3,0
CUST_R7VKMD,110.92,34,7,0
CUST_ZSXL4X,56.58,74,19,1
CUST_RMZXX8,128.41,22,10,0
CUST_AI1WKG,109.54,56,10,1
CUST_EQ2WZE,109.54,85,14,1
CUST_MP120M,117.08,5,2,1
CUST_XZP0JK,28.95,27,16,1
CUST_6RLH9M,70.52,88,7,0
CUST_1F80ZU,116.31,73,4,0
CUST_GDOXB5,86.69,6,14,0
CUST_QD8OLI,84.68,43,11,1
CUST_WN7ZWO,45.55,26,2,0
CUST_LBV1D9,94.85,58,3,0
CUST_W8ZVWW,121.55,21,7,1
CUST_2DQON0,67.34,85,10,1
CUST_H7ZQ3X,144.24,71,13,0
CUST_OGAF6K,150.73,83,2,0
CUST_OIJOPU,167.69,52,8,0
CUST_798X8X,191.88,72,17,1
CUST_KBEEPI,80.01,68,17,1
CUST_2ZS7WZ,168.46,14,18,0
CUST_17977K,148.62,7,7,0
CUST_OJ8GKD,193.83,27,4,0
CUST_G6N9FD,98.52,78,7,0
CUST_PPD36F,27.67,60,9,0
CUST_LGW85W,34.51,32,9,1
CUST_NUZZ1P,63.95,77,17,0
CUST_F6KLNS,21.19,86,17,0
CUST_BZQ52U,170.94,30,15,0
CUST_RJQ5TC,42.96,14,4,1
CUST_BD7TSP,192.85,13,12,0
CUST_YCDZ18,120.89,10,18,0
CUST_L8DBGA,35.16,30,17,1
CUST_HO5BS3,88.93,30,2,0
CUST_JNQZUB,114.08,27,14,1
CUST_MXNXW6,56.07,83,6,0
CUST_1CNLNH,85.09,61,6,0
CUST_5KB0PQ,117.76,29,3,0
CUST_S5D9AV,193.19,37,4,0
CUST_224AFB,144.91,33,10,1
CUST_F1AI7H,135.05,47,12,0
CUST_FPQ0T4,43.14,25,7,1
CUST_VB4GSW,34.33,30,15,0
CUST_PZJ74L,155.57,77,14,0
CUST_DCNLRC,111.57,72,8,1
CUST_PASOCY,60.59,27,17,1
CUST_ZK08KO,178.6,32,17,0
CUST_V7YLQW,94.97,59,15,1
CUST_BJQT23,50.32,75,14,0
CUST_URQF1I,106.68,52,2,0
CUST_2JSQ7K,193.85,35,14,1
CUST_O48YJI,82.68,73,14,0
CUST_DIBZ0F,112.13,18,15,1
CUST_4QCUZ5,191.22,26,7,0
CUST_TJRW0V,29,64,10,0
CUST_GGTM71,170.49,74,19,0
CUST_28RSLH,41.09,19,6,1
CUST_90P4DH,171.45,44,10,1
CUST_8E2Q1K,165.26,73,7,0
CUST_L8ADVQ,49.04,38,15,1
CUST_FBEHFK,75.33,69,7,1
CUST_0I8BU9,106.45,68,6,0
CUST_OKMVBM,93.01,28,10,1
CUST_BMUUU0,40.45,34,1,1
CUST_9X20ZE,186.09,44,9,0
CUST_DGITS5,123.65,56,14,1
CUST_VHM4IL,196.92,6,9,0
CUST_JNVROT,57.82,52,19,1
CUST_IVMEQV,88.82,23,19,0
CUST_7ICSVP,41.99,52,13,0
CUST_HY5P78,121.83,53,5,1
CUST_9CMSMQ,53.38,25,13,0
CUST_NLIUQ1,166.48,46,13,1
CUST_0PQLEL,142.21,13,14,1
CUST_T8PIJ2,134.49,31,12,0
CUST_ZKTDHO,45.27,40,17,1
CUST_A58FS5,36.85,5,13,0
CUST_O2XZ9E,57.04,41,1,1
CUST_P80KMO,91.86,21,12,1
CUST_JC8BVV,134.25,65,1,1
CUST_9HQP8U,78.39,48,15,0
CUST_KXVV0V,166.28,75,11,0
CUST_HRTFYW,67.86,54,15,1
CUST_ZZIFMS,47.4,72,14,0
CUST_1UHEG1,100.29,8,16,0
CUST_5D1TYR,198.87,53,16,1
CUST_A2GV92,133.96,13,10,0
CUST_LQPPNE,94.13,32,10,0
CUST_KYG1H8,117.89,87,6,1
CUST_C1MND0,135.44,28,12,0
CUST_NOSVSL,31.52,79,1,1
CUST_95L0ZS,133.71,80,11,1
CUST_B0DP1I,172.84,37,11,1
CUST_S8ARO7,188.57,39,10,1
CUST_E2H8FG,165.79,68,6,0
CUST_LW7ZRB,136.38,88,18,1
CUST_FD4U9V,144.85,12,5,0
CUST_9V1NLL,72.68,40,3,1
CUST_SMLDHU,28.87,21,18,0
CUST_S34ZAO,99.99,13,1,0
CUST_4DU7M2,28.15,10,9,1
CUST_2538LY,195.28,75,10,1
CUST_8AIL75,147.23,85,12,0
CUST_CNV39S,61.92,80,16,1
CUST_IBAUTL,118.92,50,15,0
CUST_GJ3PTL,130.15,9,9,1
CUST_UXIVG6,34.89,50,1,0
CUST_QJ5BPJ,174.83,54,8,0
CUST_N8XX0E,164.12,87,8,0
CUST_XWA8U0,124.71,40,17,1
CUST_Q0VXAR,160.13,75,8,1
CUST_0YV343,108.57,33,9,1
CUST_NU3NN1,198.92,88,15,0
CUST_G9Q4QQ,166.34,53,8,0
CUST_V0NJAL,122.17,73,15,0
CUST_XFNKSI,174.73,67,10,1
CUST_TCRQPF,133.09,87,4,0
CUST_J2L48R,151.87,6,11,1
CUST_CF8B21,121.27,56,4,0
CUST_U0X7VY,50.51,35,12,0
CUST_UETE7J,49.78,61,19,0
CUST_PQ9I3U,195.14,41,19,1
CUST_L14T3J,108.32,67,13,0
CUST_B7ODOJ,134,24,4,0
CUST_YUHVLG,166.95,29,5,0
CUST_FHB8KF,185.65,45,7,1
CUST_1VECH1,34.28,16,18,0
CUST_M50UP6,191.05,53,14,1
CUST_9FBSWR,155.6,43,19,1
CUST_N8PG62,86.18,21,5,0
CUST_IR4ZWG,93.17,72,10,0
CUST_KCUAFW,174,68,10,1
CUST_E8PFZQ,173.05,9,11,1
CUST_Q0IZ7B,38.89,32,3,1
CUST_W7A33I,51.82,66,3,0
CUST_TO570L,95.5,41,14,0
CUST_V6H4HM,32.61,36,10,0
CUST_EELVT1,76,86,11,0
CUST_FDGXIJ,179.68,62,4,1
CUST_3Y3CGQ,53.8,52,2,0
CUST_Z37MB3,83.83,43,16,1
CUST_MXMZA3,164.99,44,3,0
CUST_U9XZ5U,76.66,46,4,0
CUST_XHYZ0T,50.52,16,19,1
CUST_D36K4Y,49.45,9,18,0
CUST_S6CQW4,120.16,30,4,0
CUST_6FBNOI,174.35,77,19,1
CUST_XZD31H,184.56,87,10,1
CUST_NAN3JH,38.05,7,18,1
CUST_2ABKP8,68.98,33,2,0
CUST_HU10AT,93,23,17,0
CUST_YNQTZO,169.63,67,19,1
CUST_DSF7PQ,182.99,14,18,0
CUST_OZTXAD,60.31,87,18,1
CUST_1SEIQF,83.33,72,7,0
CUST_TJL8QZ,78.44,21,2,0
CUST_4EXFFQ,38.25,22,1,1
CUST_CMNHTB,192.3,82,9,0
CUST_5UPSUQ,116.22,87,16,1
CUST_RTT9IK,73.24,16,2,1
CUST_YS96VU,98.7,15,9,0
CUST_ZRS372,35.27,70,19,1
CUST_7QT32B,194.22,43,11,1
CUST_IZ1KWS,54.85,8,10,1
CUST_YWU0OY,71.93,72,16,0
CUST_2LIZTU,33.71,31,14,1
CUST_0BBXUL,163.64,24,9,1
CUST_SAJYNE,88.25,47,19,0
CUST_J50HG1,90.38,87,14,1
CUST_44Y0N8,108.11,32,13,1
CUST_KSI5JW,49.04,10,13,0
CUST_6FPOW0,83.68,64,3,0
CUST_SKSPOH,75.43,70,6,0
CUST_QWKUT8,61.76,26,11,0
CUST_PZEXQS,49.78,7,11,0
CUST_5PJQFZ,172.04,33,2,0
CUST_PS024K,121.14,39,2,0
CUST_NZFE24,90.69,42,14,0
CUST_MQDSPN,146.86,80,18,0
CUST_H2AJ03,114.01,53,3,0
CUST_VFS9ZR,58.3,76,7,0
CUST_MEPPHV,140.45,31,15,1
CUST_83V6Q3,22.01,59,19,1
CUST_ELRJFS,118.57,58,3,0
CUST_05D3PD,102.55,17,9,1
CUST_5JEO7Z,97.89,62,2,1
CUST_PDXO4R,93.56,41,4,0
CUST_M9NSGU,144.07,13,3,0
CUST_W797D7,136.85,70,13,1
CUST_Z09T4B,100.79,76,18,0
CUST_F9TEM9,74.1,14,12,0
CUST_RII0MC,100.98,20,3,1
CUST_SNNU25,194.9,79,15,0
CUST_RSRT92,182.26,6,19,0
CUST_QLJSRZ,65.2,28,14,0
CUST_TV1Y6K,196.02,52,2,0
CUST_7HXYPY,27.31,9,6,1
CUST_FE6WIR,43.2,77,18,0
CUST_YTFN1O,126.69,14,15,0
CUST_OCPQ5V,89.88,75,2,0
CUST_L8IA3L,32.98,6,19,1
CUST_7ZCRGK,177.1,13,2,0
CUST_QQN4B4,29.69,7,4,0
CUST_NZ1IGO,21.16,82,12,0
CUST_DSZ97Q,181.28,26,6,0
CUST_DUDLNC,69.53,81,4,1
CUST_75A5U5,101.76,47,4,1
CUST_1XA7FL,108.96,34,5,1
CUST_3Z6TPF,49.32,85,9,1
CUST_PIEI6X,145.9,58,18,1
CUST_TPLWLL,142.13,86,16,0
CUST_OS8HOU,92.67,16,13,0
CUST_ZM1Y63,162.83,50,16,0
CUST_YRKL1S,49.13,68,13,0
CUST_F5ZTJA,62.07,22,16,0
CUST_AD2D3A,81.76,12,6,1
CUST_MK73HX,95.78,29,6,0
CUST_S76LW6,178.93,42,15,1
CUST_TBZGVR,185.73,52,18,1
CUST_6LX1TQ,127.27,13,1,1
CUST_F7ID9W,190.47,54,1,0
CUST_6QM3GS,82.18,76,2,1
CUST_XGXAAS,79.07,17,6,1
CUST_1BQ8YW,74.41,25,2,0
CUST_J6GA3G,140.69,80,4,1
CUST_L2QPIO,124.44,48,9,1
CUST_7S1I7F,144.17,57,14,1
CUST_4ACQQ5,49.54,79,19,0
CUST_VP4IIN,194.85,54,4,0
CUST_NIKZLQ,120.97,57,9,0
CUST_09KW2U,180.36,40,18,0
CUST_TLO51P,63.71,31,18,1
CUST_M1DA39,101.14,75,6,1
CUST_MN4YSP,172.42,79,9,0
CUST_542U5K,88.87,50,15,0
CUST_3JVGIM,110.56,25,3,0
CUST_74X8LE,146.5,59,1,1
CUST_VZC5ZH,168.99,75,8,0
CUST_Q0YJMF,109.85,6,19,1
CUST_NOTS3I,178,79,18,0
CUST_UVCFTV,114.57,24,13,1
CUST_XPND0L,167.71,62,1,1
CUST_QH5U2G,69.27,48,10,0
CUST_ZWGPV2,136.17,87,16,0
CUST_I39G61,189.29,57,11,0
CUST_BGMLHK,155.62,49,18,0
CUST_NOKUHV,107.73,29,6,1
CUST_EREJIC,166.67,17,18,0
CUST_JYHBZ3,26.85,43,8,1
CUST_U3ARWV,45.38,5,15,1
CUST_YBR8D6,26.75,81,4,1
CUST_H4ISZX,23.97,40,11,0
CUST_ZRTR89,142.82,76,13,0
CUST_MQX3MC,134.68,86,11,1
CUST_NMSO83,166.23,30,8,1
CUST_5G504K,159.33,77,14,0
CUST_6NSBW4,48.91,57,17,0
CUST_KR0LHU,121.05,71,10,0
CUST_ZD94LE,117.14,13,10,0
CUST_4HBET7,83.17,27,4,0
CUST_IK8ON1,127.37,28,11,1
CUST_FO8TCM,127.05,47,10,1
CUST_I2T2JQ,80.06,87,18,0
CUST_W19MBC,67.2,78,3,0
CUST_BN5SDQ,83.45,40,11,0
CUST_F6T1V4,75.41,48,18,1
CUST_CC3260,113.49,15,8,0
CUST_TCA2R8,88.39,68,19,0
CUST_NNTWEX,37.13,34,7,1
CUST_FLPLN5,151.92,44,9,0
CUST_N5UAHM,73.06,56,3,0
CUST_BNPDOQ,185.93,59,1,0
CUST_DMJGCT,193.69,14,9,1
CUST_XZHH35,138.25,83,2,0
CUST_408PPA,59.58,12,4,0
CUST_Z5ZCTZ,24.13,48,19,0
CUST_1LCCTC,75,80,12,1
CUST_KQPR5T,41.86,25,10,1
CUST_TL9T1Y,28.42,23,2,1
CUST_FCDME7,22.21,37,18,0
CUST_63F5GB,132.9,42,12,0
CUST_PKFXHH,169.42,27,14,0
CUST_I02UDF,142.15,52,5,0
CUST_LRLHTZ,146.55,62,4,1
CUST_T8DXUM,183.39,85,9,1
CUST_S5FEDP,96.2,11,8,0
CUST_BPAN0H,168.76,61,11,1
CUST_YQHZ9L,59.95,68,1,1
CUST_L88AVT,76.32,44,3,1
CUST_NTF004,79.37,43,7,1
CUST_LV4LLP,111.82,86,6,1
CUST_NS4PET,144.55,43,17,1
CUST_QC07Q0,145.9,63,19,0
CUST_OWDA6D,174.27,77,18,1
CUST_X3PR5M,35.58,26,8,1
CUST_TS4K9S,115.49,37,16,0
CUST_FKKX9G,194,61,5,0
CUST_EZBYMD,122.5,38,15,0
CUST_I7IS9M,149.93,24,16,1
CUST_49OH5P,178.77,51,14,0
CUST_F7JI1X,51.9,86,7,1
CUST_I94VDI,105.2,70,13,1
CUST_62YSAJ,193.5,18,6,0
CUST_WSKKR6,41.25,49,1,1
CUST_2H3FIT,138.91,36,11,0
CUST_YZTBPK,105.91,52,18,1
CUST_Y2X7PV,195.2,64,3,0
CUST_7XKEIS,158.61,33,16,1
CUST_W8M89U,121,37,7,1
CUST_A2H12X,83.67,15,14,0
CUST_8MVNG5,146.31,77,9,0
CUST_GR874X,79.9,67,6,1
CUST_640801,146.73,68,10,1
CUST_TSD44J,61.34,26,7,1
CUST_26T8B0,30.77,31,15,1
CUST_HQMD07,63.59,73,15,1
CUST_3AA4G2,135.06,73,5,0
CUST_L3H890,197.48,84,5,1
CUST_5LHRXM,29.24,31,3,1
CUST_AA8PYZ,39.25,86,8,0
CUST_D8X5LU,40.71,59,8,0
CUST_CJCBNM,139.03,19,19,1
CUST_J7BGQ6,191.23,7,9,1
CUST_A42CXD,66.13,45,16,0
CUST_PQ3N1O,90.92,73,2,1
CUST_G3XAO2,109.24,44,12,1
CUST_KLE7SB,162.32,17,18,1
CUST_NJWK44,181.25,26,5,1
CUST_M2DJGG,86.59,30,10,1
CUST_3PCAG6,185.04,42,18,0
CUST_893WUK,145.12,5,7,0
CUST_1ES0K1,112.21,37,6,0
CUST_66I9CN,163.6,52,8,0
CUST_GUAALR,100.66,80,7,1
CUST_LM5QXD,104.17,81,9,1
CUST_XNLTD9,170.18,10,14,1
CUST_EG1QJ2,77.32,60,11,1
CUST_53R8GS,143.33,6,1,1
CUST_6W9UXK,109.78,40,6,1
CUST_X0B3R9,49.69,46,16,0
CUST_1XJ7J5,59.51,35,13,1
CUST_DBJN4S,46.91,49,5,0
CUST_B5HMQX,76.62,71,9,1
CUST_X0PT7A,44.64,59,19,0
CUST_I6D66R,25.81,6,1,1
CUST_MPAATI,46.85,62,2,1
CUST_ZKP4YV,52.03,17,17,0
CUST_RMOHGC,41.19,35,4,0
CUST_NFCO92,21.18,86,9,1
CUST_91XN03,79.63,14,7,0
CUST_RC72CJ,124.83,36,12,0
CUST_PQ4195,42.41,16,16,1
CUST_5I1SBF,43.61,72,15,0
CUST_M23FDT,164.85,13,3,1
CUST_JQI6A6,93.96,11,12,1
CUST_QA1HIN,124.15,22,17,0
CUST_KQB48J,101.99,69,8,1
CUST_7GB8PV,135.16,65,2,0
CUST_7LFN2P,105.82,64,7,0
CUST_UPQLVB,186.88,61,15,1
CUST_0UZG1E,53.38,41,13,0
CUST_WBQ440,38.87,44,11,0
CUST_JM9JNA,33.59,62,8,1
CUST_95Y1XQ,108.59,78,7,0
CUST_S17GFG,84.16,22,14,1
CUST_7R2LG6,49.01,70,11,0
CUST_BODZVK,103.14,14,7,1
CUST_8M4UM7,47.25,17,3,0
CUST_0M04JK,70.72,68,6,1
CUST_EF8TMA,69.76,87,13,0
CUST_JJ7V3T,108.12,28,12,1
CUST_LDCZK0,171.3,57,7,1
CUST_COPO0O,54.11,36,6,1
CUST_ULBGSY,53.04,43,9,0
CUST_P95H7U,175.53,10,12,0
CUST_GA57D6,107.49,14,4,0
CUST_F2V19Q,59.18,35,2,0
CUST_JY60TG,133.51,32,19,1
CUST_BT7974,158.65,32,8,1
CUST_UCJKDZ,191.71,10,12,0
CUST_RTJZPW,23.81,9,8,1
CUST_A8U5K9,114.04,18,8,0
CUST_4CLO29,22.33,18,15,1
CUST_QN0S47,126.22,14,5,1
CUST_5F0064,114.8,40,5,1
CUST_JWYB2M,194.57,10,5,0
CUST_UK8GTE,32.57,54,19,1
CUST_J1ROUL,59.8,10,9,0
CUST_4YJK5G,114.17,29,2,0
CUST_FAWPX9,159.92,68,15,0
CUST_WH9KT8,92.38,62,11,1
CUST_6YZE30,76.3,24,16,1
CUST_76D8W8,103.99,79,18,1
CUST_0FQ5S4,35.85,8,13,0
CUST_P3FKPA,27.88,21,16,1
CUST_V7X5YZ,168.02,57,14,0
CUST_8YW8HW,180.62,16,14,1
CUST_R4B6TY,31.41,67,12,1
CUST_PZYZSP,91.2,41,10,1
CUST_K8OGYX,44.73,83,19,1
CUST_BTBTNA,37.9,48,6,1
CUST_I1P954,140.04,23,5,0
CUST_I7IAL6,86.84,36,8,0
CUST_XYOYYN,140.78,21,12,1
CUST_QO3HUI,150.57,38,7,1
CUST_MQKIIK,191.31,62,19,0
CUST_WM7DQK,171.28,23,9,1
CUST_X96WJ5,70.76,34,16,1
CUST_DNDOAD,59.49,46,6,1
